id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
71549,Male,Loyal Customer,51,Business travel,Business,3914,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,3,satisfied
15538,Male,Loyal Customer,55,Business travel,Business,412,2,2,2,2,4,5,2,5,5,4,5,3,5,3,25,2,satisfied
79389,Male,Loyal Customer,39,Business travel,Business,3896,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0,satisfied
68340,Female,Loyal Customer,57,Business travel,Business,1598,4,4,4,4,3,5,4,4,4,4,4,3,4,3,3,0,satisfied
118455,Female,Loyal Customer,43,Business travel,Business,3927,4,1,4,4,2,4,5,4,4,4,4,3,4,3,0,0,satisfied
19257,Female,Loyal Customer,38,Business travel,Business,802,1,1,1,1,2,4,3,2,2,2,2,5,2,4,12,5,satisfied
37959,Male,Loyal Customer,25,Business travel,Business,1211,3,3,3,3,4,4,4,4,5,5,4,4,4,4,0,0,satisfied
30173,Male,Loyal Customer,59,Personal Travel,Eco,373,4,5,4,3,5,4,5,5,5,1,5,5,4,5,0,0,neutral or dissatisfied
85058,Male,Loyal Customer,19,Personal Travel,Business,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0,neutral or dissatisfied
18231,Male,disloyal Customer,27,Business travel,Eco,137,4,0,4,3,2,4,2,2,4,2,5,4,2,2,0,0,satisfied
24159,Male,Loyal Customer,45,Business travel,Business,3511,0,4,0,4,1,1,5,3,3,3,3,5,3,4,0,8,satisfied
62283,Male,Loyal Customer,54,Business travel,Business,2366,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,0,satisfied
66103,Female,Loyal Customer,56,Business travel,Business,2607,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0,satisfied
119560,Male,Loyal Customer,16,Personal Travel,Eco,814,2,0,2,5,1,2,1,1,3,5,4,3,4,1,0,0,neutral or dissatisfied
66010,Male,Loyal Customer,56,Business travel,Business,3501,5,5,2,5,4,4,4,5,5,4,5,4,4,4,283,317,satisfied
24855,Male,Loyal Customer,49,Business travel,Eco Plus,991,5,4,4,4,5,5,5,5,1,4,4,4,4,5,0,0,satisfied
87650,Female,Loyal Customer,47,Business travel,Business,606,1,1,1,1,2,4,5,4,4,4,4,4,4,5,2,8,satisfied
103274,Male,Loyal Customer,16,Personal Travel,Eco,888,2,5,2,2,4,2,4,4,2,3,2,4,1,4,0,0,neutral or dissatisfied
63877,Female,Loyal Customer,18,Business travel,Eco,1192,4,5,5,5,4,4,2,4,4,4,3,2,3,4,0,6,neutral or dissatisfied
58104,Male,Loyal Customer,48,Personal Travel,Eco,589,3,5,3,5,4,3,4,4,3,2,4,5,5,4,3,0,neutral or dissatisfied
92684,Male,Loyal Customer,36,Business travel,Business,507,4,5,5,5,4,4,3,4,4,4,4,3,4,3,0,0,neutral or dissatisfied
91588,Female,disloyal Customer,36,Business travel,Business,1340,3,3,3,1,5,3,5,5,4,2,5,4,5,5,32,44,neutral or dissatisfied
51377,Female,Loyal Customer,49,Personal Travel,Eco Plus,77,3,4,3,3,4,4,4,3,3,3,3,5,3,4,0,0,neutral or dissatisfied
110468,Female,Loyal Customer,9,Personal Travel,Eco,919,2,2,2,2,2,2,4,2,1,4,1,4,2,2,52,45,neutral or dissatisfied
106501,Male,Loyal Customer,59,Personal Travel,Eco,495,4,4,4,2,3,4,3,3,4,4,5,4,4,3,12,12,neutral or dissatisfied
115033,Male,disloyal Customer,22,Business travel,Business,417,4,2,4,5,4,4,4,4,3,2,5,5,4,4,0,0,satisfied
37522,Female,Loyal Customer,45,Business travel,Eco,1028,5,3,3,3,5,5,5,2,5,5,5,5,1,5,416,403,satisfied
100848,Female,Loyal Customer,49,Personal Travel,Eco,711,4,5,4,4,2,5,4,4,4,4,2,1,4,1,52,36,neutral or dissatisfied
14248,Male,Loyal Customer,47,Personal Travel,Eco,1027,2,5,2,4,1,2,1,1,2,2,3,2,5,1,0,0,neutral or dissatisfied
17381,Male,disloyal Customer,20,Business travel,Eco,637,4,0,4,2,4,4,4,4,4,4,4,3,4,4,0,0,neutral or dissatisfied
116740,Female,Loyal Customer,70,Personal Travel,Eco Plus,404,1,3,1,4,3,4,4,2,2,1,2,2,2,2,47,40,neutral or dissatisfied
26897,Male,Loyal Customer,26,Business travel,Business,1770,4,4,4,4,3,3,3,3,4,5,5,3,5,3,0,0,satisfied
115978,Male,Loyal Customer,19,Personal Travel,Eco,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,neutral or dissatisfied
107816,Male,disloyal Customer,41,Business travel,Business,349,3,3,3,3,5,3,5,5,4,1,2,2,2,5,14,13,neutral or dissatisfied
85927,Male,disloyal Customer,26,Business travel,Business,447,1,0,1,4,4,1,4,4,5,4,4,4,5,4,4,0,neutral or dissatisfied
75020,Female,disloyal Customer,37,Business travel,Business,236,1,1,1,1,1,1,1,1,4,4,5,3,4,1,0,0,neutral or dissatisfied
83078,Female,Loyal Customer,59,Business travel,Business,2437,1,1,5,1,5,5,1,5,5,5,5,3,5,4,1,0,satisfied
55170,Female,Loyal Customer,12,Personal Travel,Eco,1635,2,4,2,2,1,2,3,1,3,3,5,3,4,1,86,92,neutral or dissatisfied
42087,Male,Loyal Customer,35,Personal Travel,Eco,344,3,1,3,2,5,3,5,5,1,1,2,1,1,5,0,0,neutral or dissatisfied
119484,Female,Loyal Customer,45,Business travel,Business,2957,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0,satisfied
117628,Female,Loyal Customer,61,Personal Travel,Eco,347,3,5,1,3,5,4,3,3,3,1,3,1,3,3,0,0,neutral or dissatisfied
52424,Female,Loyal Customer,45,Personal Travel,Eco,493,1,5,1,2,2,5,5,2,2,1,2,4,2,3,10,12,neutral or dissatisfied
101883,Female,disloyal Customer,23,Business travel,Eco,2039,5,5,5,3,4,5,4,4,5,2,3,4,5,4,68,58,satisfied
121386,Female,Loyal Customer,52,Personal Travel,Eco,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79,neutral or dissatisfied
122904,Female,Loyal Customer,53,Business travel,Business,2721,3,5,5,5,4,4,3,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
9079,Male,Loyal Customer,64,Personal Travel,Eco,173,3,2,3,3,4,3,4,4,2,2,3,1,2,4,9,6,neutral or dissatisfied
95588,Male,disloyal Customer,15,Business travel,Eco,756,2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1,neutral or dissatisfied
102972,Female,Loyal Customer,12,Personal Travel,Business,460,3,5,3,1,2,3,5,2,3,2,4,4,5,2,9,1,neutral or dissatisfied
121809,Female,Loyal Customer,50,Business travel,Business,449,5,5,5,5,4,5,4,4,4,4,4,5,4,5,93,79,satisfied
53415,Male,Loyal Customer,49,Business travel,Eco,2358,4,3,3,3,4,4,4,4,3,5,4,4,2,4,7,0,satisfied
107580,Male,Loyal Customer,37,Business travel,Business,1521,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,67,satisfied
32334,Female,Loyal Customer,53,Business travel,Business,3210,4,4,4,4,1,3,5,4,4,4,5,1,4,1,18,15,satisfied
83143,Female,Loyal Customer,30,Personal Travel,Eco,957,1,2,2,3,3,2,3,3,4,3,4,2,4,3,0,9,neutral or dissatisfied
79398,Female,Loyal Customer,62,Business travel,Business,3424,3,3,3,3,3,4,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
74776,Female,disloyal Customer,26,Business travel,Business,1431,1,5,1,2,4,1,4,4,3,3,5,3,4,4,0,0,neutral or dissatisfied
29090,Male,Loyal Customer,68,Personal Travel,Eco,605,2,4,2,4,2,2,2,2,4,2,5,5,5,2,0,0,neutral or dissatisfied
102602,Male,Loyal Customer,58,Personal Travel,Eco Plus,397,1,4,1,1,1,1,1,1,4,4,4,5,5,1,6,4,neutral or dissatisfied
106561,Male,Loyal Customer,48,Business travel,Business,1024,1,1,1,1,4,5,5,5,5,5,5,5,5,4,0,0,satisfied
123945,Male,Loyal Customer,59,Business travel,Business,544,5,1,5,5,4,5,5,5,5,5,5,4,5,3,0,0,satisfied
118104,Male,Loyal Customer,52,Business travel,Eco,499,1,3,2,2,2,1,2,2,4,2,4,4,4,2,0,0,neutral or dissatisfied
66578,Female,Loyal Customer,37,Personal Travel,Eco,624,1,1,1,2,3,1,3,3,2,4,2,2,3,3,14,21,neutral or dissatisfied
28747,Female,disloyal Customer,8,Business travel,Eco,1024,4,4,4,3,5,4,3,5,4,1,3,4,3,5,0,0,neutral or dissatisfied
50946,Female,Loyal Customer,42,Personal Travel,Eco,326,4,4,4,4,4,3,3,3,2,2,3,3,1,3,283,276,neutral or dissatisfied
67924,Male,Loyal Customer,26,Personal Travel,Eco,1235,3,4,4,2,5,4,1,5,4,2,5,3,5,5,0,12,neutral or dissatisfied
85042,Female,disloyal Customer,24,Business travel,Business,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19,satisfied
21270,Male,Loyal Customer,50,Personal Travel,Business,692,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0,satisfied
109978,Male,Loyal Customer,23,Personal Travel,Eco,1092,2,1,1,2,1,1,1,1,3,1,2,3,2,1,4,0,neutral or dissatisfied
101702,Female,Loyal Customer,51,Business travel,Business,1624,4,4,1,4,2,3,4,5,5,4,5,3,5,3,3,0,satisfied
101745,Male,Loyal Customer,17,Business travel,Business,1590,3,3,3,3,5,5,5,5,5,4,5,3,5,5,78,77,satisfied
51198,Female,disloyal Customer,22,Business travel,Business,304,5,3,5,3,4,5,4,4,2,1,5,1,5,4,0,0,satisfied
103086,Female,Loyal Customer,50,Personal Travel,Eco,460,3,3,3,3,3,4,4,4,4,3,2,2,4,1,27,22,neutral or dissatisfied
73329,Female,Loyal Customer,51,Business travel,Business,1197,5,5,5,5,3,4,5,5,5,5,5,3,5,3,0,0,satisfied
108770,Male,Loyal Customer,21,Business travel,Business,1936,2,4,2,2,4,4,4,4,4,3,4,3,5,4,2,0,satisfied
89617,Male,Loyal Customer,27,Business travel,Business,3058,4,4,4,4,4,4,4,4,5,4,4,3,5,4,6,0,satisfied
40085,Female,Loyal Customer,44,Business travel,Eco Plus,493,4,5,4,5,3,1,2,4,4,4,4,1,4,2,0,0,satisfied
125853,Female,disloyal Customer,10,Business travel,Eco,920,3,3,3,3,1,3,1,1,5,3,4,4,4,1,0,0,neutral or dissatisfied
114075,Male,Loyal Customer,70,Business travel,Business,1892,3,2,2,2,5,2,4,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
86668,Male,Loyal Customer,57,Personal Travel,Eco,746,2,4,2,2,4,2,4,4,5,2,4,3,5,4,0,0,neutral or dissatisfied
127741,Female,Loyal Customer,45,Business travel,Business,3784,2,4,4,4,5,4,4,2,2,2,2,4,2,2,0,8,neutral or dissatisfied
127562,Male,Loyal Customer,43,Business travel,Business,1670,1,1,1,1,4,3,4,2,2,2,2,3,2,5,0,0,satisfied
81596,Male,Loyal Customer,55,Business travel,Business,349,3,3,3,3,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
78221,Female,Loyal Customer,62,Personal Travel,Eco,259,2,3,2,3,5,4,3,3,3,2,3,2,3,5,0,0,neutral or dissatisfied
25297,Male,Loyal Customer,54,Business travel,Business,2516,2,2,2,2,5,5,5,2,2,2,2,4,2,4,0,9,satisfied
102071,Male,Loyal Customer,49,Business travel,Business,407,4,4,4,4,5,5,4,4,4,4,4,3,4,3,16,5,satisfied
31270,Female,Loyal Customer,29,Business travel,Business,3416,5,5,2,5,4,4,4,4,4,2,3,5,2,4,0,0,satisfied
39192,Male,Loyal Customer,25,Business travel,Business,1769,2,2,2,2,5,5,5,5,3,1,4,5,2,5,0,0,satisfied
59092,Female,Loyal Customer,40,Personal Travel,Eco,1723,1,5,1,1,3,1,3,3,3,5,5,3,4,3,0,0,neutral or dissatisfied
121053,Female,Loyal Customer,22,Personal Travel,Eco,992,2,4,3,1,2,3,1,2,3,2,4,3,5,2,0,0,neutral or dissatisfied
119357,Male,Loyal Customer,56,Business travel,Business,2822,0,4,0,3,4,4,4,4,4,4,4,3,4,4,0,35,satisfied
8033,Female,Loyal Customer,47,Business travel,Business,2324,1,1,1,1,4,5,4,4,4,4,4,4,4,3,0,0,satisfied
32126,Female,Loyal Customer,34,Business travel,Eco,216,4,2,5,2,4,4,4,4,1,1,3,4,3,4,14,16,satisfied
93405,Female,disloyal Customer,26,Business travel,Business,723,4,4,4,4,3,4,3,3,5,4,5,3,4,3,35,42,satisfied
1415,Male,Loyal Customer,28,Personal Travel,Eco Plus,164,1,1,1,3,1,1,1,1,1,2,3,4,3,1,0,0,neutral or dissatisfied
6384,Female,disloyal Customer,58,Business travel,Eco,315,4,1,4,2,1,4,1,1,1,1,3,1,3,1,0,0,neutral or dissatisfied
9987,Female,Loyal Customer,15,Personal Travel,Eco,534,3,4,3,2,3,3,3,3,4,3,4,3,5,3,0,0,neutral or dissatisfied
117803,Male,Loyal Customer,58,Business travel,Business,2359,0,0,0,3,4,5,5,5,5,5,5,5,5,4,0,0,satisfied
80854,Female,Loyal Customer,43,Personal Travel,Eco,484,2,4,2,3,1,4,3,5,5,2,1,2,5,1,13,16,neutral or dissatisfied
112885,Female,Loyal Customer,21,Business travel,Business,715,3,3,3,3,3,3,3,3,1,3,3,2,3,3,24,18,neutral or dissatisfied
2949,Male,Loyal Customer,22,Business travel,Business,2177,4,4,4,4,4,4,4,4,4,5,3,2,3,4,0,0,neutral or dissatisfied
88614,Female,Loyal Customer,44,Personal Travel,Eco,646,2,4,2,4,3,2,2,2,2,2,2,4,2,5,11,24,neutral or dissatisfied
33319,Male,disloyal Customer,23,Business travel,Eco,1028,2,2,2,4,1,2,1,1,4,1,4,2,5,1,0,0,neutral or dissatisfied
63486,Female,disloyal Customer,23,Business travel,Eco,337,4,5,4,3,1,4,1,1,3,3,4,5,5,1,0,0,satisfied
84160,Male,Loyal Customer,58,Business travel,Business,1742,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,satisfied
116291,Male,Loyal Customer,11,Personal Travel,Eco,337,2,2,3,3,5,3,5,5,4,2,3,2,3,5,0,0,neutral or dissatisfied
48586,Female,Loyal Customer,24,Personal Travel,Eco,853,2,4,3,1,3,3,3,3,4,2,4,5,4,3,0,11,neutral or dissatisfied
66423,Male,Loyal Customer,7,Personal Travel,Eco,1562,3,5,2,4,2,2,3,2,3,2,4,4,4,2,0,0,neutral or dissatisfied
122967,Male,Loyal Customer,40,Business travel,Business,3657,5,5,5,5,4,5,4,3,3,3,3,3,3,3,0,33,satisfied
65918,Female,disloyal Customer,24,Business travel,Eco,569,1,4,1,3,1,1,1,1,2,4,4,3,3,1,0,0,neutral or dissatisfied
53035,Male,disloyal Customer,22,Business travel,Business,1190,1,2,1,3,2,1,2,2,2,2,3,3,2,2,0,0,neutral or dissatisfied
2844,Male,Loyal Customer,59,Business travel,Business,491,1,1,1,1,4,4,4,5,5,5,5,5,5,4,4,0,satisfied
78480,Male,disloyal Customer,25,Business travel,Business,666,0,0,0,2,1,0,1,1,3,2,5,3,4,1,0,0,satisfied
105897,Male,Loyal Customer,57,Business travel,Business,3770,1,1,1,1,2,4,3,1,1,1,1,3,1,4,0,0,neutral or dissatisfied
30146,Male,Loyal Customer,15,Personal Travel,Eco,123,4,5,4,3,1,4,1,1,5,5,4,1,4,1,0,0,neutral or dissatisfied
82814,Male,Loyal Customer,66,Personal Travel,Eco,235,5,5,5,4,1,5,1,1,3,3,5,3,4,1,0,0,satisfied
11548,Female,Loyal Customer,44,Personal Travel,Business,468,4,3,4,1,5,5,3,5,5,4,3,1,5,4,0,0,satisfied
80152,Male,Loyal Customer,42,Business travel,Eco,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0,neutral or dissatisfied
30133,Male,Loyal Customer,70,Personal Travel,Eco,31,2,5,0,4,4,0,4,4,3,5,5,3,4,4,0,0,neutral or dissatisfied
49629,Male,Loyal Customer,43,Business travel,Eco,262,2,4,3,4,2,2,2,2,4,2,3,4,2,2,51,61,neutral or dissatisfied
115202,Female,Loyal Customer,45,Business travel,Business,371,4,4,4,4,2,4,5,5,5,5,5,4,5,5,10,7,satisfied
4959,Male,Loyal Customer,46,Business travel,Eco,531,3,2,2,2,3,3,3,3,4,4,3,2,4,3,98,90,neutral or dissatisfied
111822,Male,disloyal Customer,29,Business travel,Business,1605,1,1,1,2,3,1,3,3,5,2,3,3,4,3,27,1,neutral or dissatisfied
87346,Female,disloyal Customer,65,Business travel,Business,425,4,4,4,5,4,4,4,4,3,2,4,5,5,4,19,2,neutral or dissatisfied
5734,Female,Loyal Customer,17,Personal Travel,Eco Plus,196,1,4,1,1,3,1,3,3,4,2,5,3,5,3,0,0,neutral or dissatisfied
34799,Female,Loyal Customer,42,Personal Travel,Eco,264,2,5,2,5,4,2,2,1,1,2,1,1,1,1,0,0,neutral or dissatisfied
52528,Male,Loyal Customer,52,Business travel,Business,160,1,1,1,1,5,4,3,5,5,5,3,3,5,2,0,0,satisfied
69463,Male,Loyal Customer,21,Personal Travel,Eco,1096,2,2,2,4,2,2,3,2,3,1,3,2,4,2,0,0,neutral or dissatisfied
33889,Male,Loyal Customer,7,Personal Travel,Eco Plus,1105,4,4,4,1,2,4,2,2,4,2,4,2,2,2,6,0,neutral or dissatisfied
62856,Female,Loyal Customer,41,Business travel,Business,2446,3,3,4,3,5,4,4,2,2,2,2,4,2,3,14,8,satisfied
87454,Male,Loyal Customer,43,Business travel,Business,2138,2,2,2,2,3,5,4,4,4,4,4,3,4,3,15,17,satisfied
78919,Male,Loyal Customer,50,Business travel,Business,2540,1,1,1,1,5,5,5,5,4,5,5,5,4,5,139,115,satisfied
69854,Female,Loyal Customer,29,Personal Travel,Eco,1055,2,4,2,1,1,2,1,1,4,4,4,4,4,1,8,0,neutral or dissatisfied
55197,Female,Loyal Customer,19,Personal Travel,Eco Plus,1635,2,5,2,3,1,2,1,1,5,2,3,5,5,1,0,27,neutral or dissatisfied
53407,Male,Loyal Customer,22,Personal Travel,Business,2358,3,5,4,3,4,3,3,3,4,5,5,3,3,3,0,0,neutral or dissatisfied
90646,Male,Loyal Customer,47,Business travel,Business,581,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0,satisfied
35412,Male,disloyal Customer,22,Business travel,Eco,680,4,4,4,3,2,4,5,2,1,1,4,3,4,2,54,18,neutral or dissatisfied
3812,Male,Loyal Customer,54,Business travel,Business,2560,1,1,2,1,3,5,5,3,3,2,3,3,3,3,20,2,satisfied
108862,Male,Loyal Customer,28,Personal Travel,Eco,2139,4,2,4,4,2,4,2,2,4,4,4,4,4,2,33,8,neutral or dissatisfied
57420,Female,Loyal Customer,25,Business travel,Business,3456,3,3,3,3,4,4,4,4,3,5,5,5,5,4,0,0,satisfied
30668,Male,disloyal Customer,37,Business travel,Eco Plus,533,5,5,5,4,1,5,1,1,5,2,5,5,3,1,0,0,satisfied
122027,Female,Loyal Customer,33,Business travel,Business,130,2,2,4,2,4,5,5,4,4,4,4,5,4,3,0,14,satisfied
107435,Female,Loyal Customer,69,Personal Travel,Eco,717,2,4,2,5,3,4,5,4,4,2,4,4,4,3,0,0,neutral or dissatisfied
102077,Female,Loyal Customer,55,Business travel,Business,1924,0,5,0,2,5,4,4,3,3,3,3,3,3,5,6,7,satisfied
51729,Female,Loyal Customer,8,Personal Travel,Eco,493,2,5,5,2,5,5,5,5,3,3,5,5,4,5,0,0,neutral or dissatisfied
103331,Female,Loyal Customer,70,Personal Travel,Eco,1371,2,4,2,3,4,3,5,3,3,2,4,5,3,4,0,0,neutral or dissatisfied
92189,Female,Loyal Customer,38,Business travel,Eco,1979,3,3,1,3,3,2,3,3,4,5,3,3,3,3,0,0,neutral or dissatisfied
13731,Female,disloyal Customer,66,Business travel,Eco,401,2,0,2,4,4,2,4,4,2,1,2,5,2,4,0,0,neutral or dissatisfied
27426,Male,disloyal Customer,27,Business travel,Eco,954,3,3,3,3,3,3,3,3,1,1,3,3,3,3,0,6,neutral or dissatisfied
62168,Male,disloyal Customer,44,Business travel,Eco,1170,3,3,3,3,4,3,4,4,2,5,3,4,2,4,22,19,neutral or dissatisfied
52465,Male,Loyal Customer,34,Business travel,Eco Plus,370,2,1,1,1,2,3,2,2,4,1,3,4,3,2,0,0,neutral or dissatisfied
28649,Female,Loyal Customer,33,Personal Travel,Eco,2541,2,4,2,2,4,2,4,4,4,4,4,4,4,4,17,0,neutral or dissatisfied
66262,Male,Loyal Customer,34,Personal Travel,Eco,550,1,4,1,2,3,1,3,3,3,4,5,5,4,3,0,0,neutral or dissatisfied
17089,Female,Loyal Customer,53,Business travel,Eco,416,4,3,3,3,3,3,2,4,4,4,4,1,4,3,3,1,satisfied
89102,Female,Loyal Customer,22,Business travel,Business,1919,4,4,4,4,3,3,3,3,3,5,4,5,4,3,10,9,satisfied
73038,Male,Loyal Customer,43,Personal Travel,Eco,1096,3,3,3,1,3,3,3,3,5,2,2,1,3,3,68,43,neutral or dissatisfied
29161,Male,Loyal Customer,61,Business travel,Eco Plus,1050,4,2,2,2,4,4,4,4,4,4,5,5,5,4,0,0,satisfied
16900,Male,Loyal Customer,36,Personal Travel,Eco,746,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0,0,neutral or dissatisfied
23163,Female,Loyal Customer,14,Personal Travel,Eco,300,3,3,3,3,2,3,2,2,1,3,4,3,3,2,0,0,neutral or dissatisfied
33697,Male,Loyal Customer,49,Business travel,Business,759,2,2,2,2,2,2,1,4,4,4,4,1,4,4,0,0,satisfied
21452,Female,disloyal Customer,32,Business travel,Eco,399,2,0,2,5,3,2,3,3,3,5,2,5,1,3,0,0,neutral or dissatisfied
108934,Male,Loyal Customer,33,Personal Travel,Eco,1183,2,5,1,3,4,1,4,4,4,4,3,4,4,4,0,0,neutral or dissatisfied
81572,Male,Loyal Customer,48,Personal Travel,Eco,936,2,1,1,2,4,1,2,4,4,1,2,2,3,4,28,36,neutral or dissatisfied
70468,Male,Loyal Customer,59,Business travel,Business,2980,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,29,satisfied
68705,Female,Loyal Customer,43,Personal Travel,Eco,175,4,5,4,5,2,4,4,3,3,4,3,3,3,5,0,0,satisfied
92494,Female,Loyal Customer,38,Business travel,Business,3081,4,4,4,4,2,2,1,4,4,4,4,4,4,2,0,0,satisfied
21406,Male,disloyal Customer,23,Business travel,Eco,356,4,1,4,3,5,4,5,5,3,2,5,4,5,5,20,13,satisfied
63135,Female,Loyal Customer,71,Business travel,Business,3614,2,3,3,3,4,4,4,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
56175,Male,Loyal Customer,66,Business travel,Eco,1000,4,2,2,2,4,4,4,4,2,2,1,2,1,4,7,0,satisfied
7498,Female,Loyal Customer,55,Personal Travel,Eco,925,1,5,1,3,2,5,4,4,4,1,4,3,4,3,0,0,neutral or dissatisfied
55346,Male,disloyal Customer,24,Business travel,Business,594,5,4,5,4,3,5,3,3,5,3,4,4,4,3,1,0,satisfied
11098,Female,Loyal Customer,55,Personal Travel,Eco,309,1,5,1,5,3,5,4,2,2,1,2,5,2,4,0,5,neutral or dissatisfied
7345,Female,Loyal Customer,39,Personal Travel,Eco,606,2,4,2,4,4,2,4,4,4,4,5,5,5,4,36,33,neutral or dissatisfied
91836,Male,Loyal Customer,24,Personal Travel,Eco Plus,532,1,4,3,5,3,3,3,3,4,4,5,3,5,3,0,0,neutral or dissatisfied
65517,Male,Loyal Customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,satisfied
91343,Female,Loyal Customer,10,Personal Travel,Eco Plus,515,4,2,4,3,4,4,4,4,4,3,4,4,3,4,11,0,neutral or dissatisfied
127606,Female,Loyal Customer,58,Business travel,Business,1773,4,4,4,4,3,4,4,5,5,4,5,5,5,4,0,0,satisfied
44069,Female,Loyal Customer,36,Personal Travel,Eco,610,1,1,1,3,1,1,1,3,4,4,3,1,4,1,159,160,neutral or dissatisfied
13713,Male,disloyal Customer,39,Business travel,Eco,384,1,0,1,2,4,1,4,4,5,1,2,4,4,4,0,0,neutral or dissatisfied
9213,Female,Loyal Customer,44,Business travel,Business,100,0,4,0,2,4,4,4,3,2,5,4,4,5,4,230,214,satisfied
12607,Female,Loyal Customer,21,Personal Travel,Eco,542,2,4,2,4,2,2,2,2,1,5,4,3,3,2,0,0,neutral or dissatisfied
113927,Female,Loyal Customer,22,Business travel,Business,1750,4,4,4,4,5,5,5,5,5,4,4,3,5,5,13,0,satisfied
3743,Female,Loyal Customer,28,Personal Travel,Eco,431,2,5,2,4,1,2,1,1,5,1,2,4,5,1,31,14,neutral or dissatisfied
47448,Female,disloyal Customer,35,Business travel,Eco,590,1,2,1,3,3,1,3,3,3,2,4,4,3,3,24,43,neutral or dissatisfied
89613,Male,Loyal Customer,42,Business travel,Business,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,satisfied
78971,Male,Loyal Customer,49,Business travel,Business,2751,1,1,1,1,4,4,4,3,3,4,3,4,3,5,0,0,satisfied
38044,Male,Loyal Customer,58,Business travel,Business,1220,5,5,5,5,1,2,3,4,4,4,4,5,4,2,0,0,satisfied
6411,Male,Loyal Customer,62,Personal Travel,Eco,240,3,4,3,3,5,3,1,5,1,5,4,3,3,5,10,3,neutral or dissatisfied
121168,Female,Loyal Customer,59,Personal Travel,Eco,2370,4,4,4,1,4,1,1,3,5,4,5,1,3,1,0,0,satisfied
90246,Male,Loyal Customer,46,Business travel,Business,721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29,neutral or dissatisfied
14819,Male,Loyal Customer,45,Business travel,Eco,563,4,4,3,3,5,4,5,5,4,4,3,5,4,5,5,0,satisfied
70459,Male,Loyal Customer,60,Business travel,Business,3858,3,3,4,3,2,5,5,4,4,4,4,4,4,3,0,0,satisfied
71251,Female,Loyal Customer,52,Business travel,Business,733,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0,satisfied
27371,Female,Loyal Customer,23,Business travel,Business,3441,5,4,4,4,5,4,5,5,2,4,4,3,3,5,1,10,neutral or dissatisfied
73220,Female,disloyal Customer,48,Business travel,Business,946,5,5,5,4,1,5,5,1,5,4,5,3,5,1,0,0,satisfied
49178,Male,Loyal Customer,58,Business travel,Eco,304,3,3,3,3,3,3,3,3,3,2,4,4,4,3,0,0,satisfied
125688,Male,disloyal Customer,38,Business travel,Business,759,3,3,3,1,4,3,4,4,3,3,5,5,4,4,0,0,satisfied
95977,Female,disloyal Customer,29,Business travel,Business,775,1,1,1,2,5,1,5,5,5,3,4,3,5,5,2,3,neutral or dissatisfied
68937,Male,Loyal Customer,24,Business travel,Business,646,4,3,2,3,4,4,4,2,1,4,4,4,2,4,227,209,neutral or dissatisfied
36985,Female,disloyal Customer,20,Business travel,Eco,899,2,2,2,3,5,2,2,5,2,2,4,2,3,5,107,99,neutral or dissatisfied
83776,Male,Loyal Customer,56,Business travel,Business,3175,2,2,2,2,5,5,4,5,5,5,5,3,5,3,3,6,satisfied
6549,Female,disloyal Customer,27,Business travel,Business,473,4,4,4,3,1,4,1,1,4,2,4,3,5,1,62,60,satisfied
44344,Male,Loyal Customer,11,Personal Travel,Eco Plus,230,3,4,0,4,4,0,4,4,5,3,5,5,5,4,0,0,neutral or dissatisfied
112540,Female,Loyal Customer,30,Business travel,Business,862,2,2,2,2,5,5,5,5,5,2,4,4,5,5,7,36,satisfied
